Scenario,Area,Period,Age,Sex,Ratio,Death Ratio,Population,Deaths
SSP4,Cape Verde,2085-2090,0--4,Male,0.999,0.001,24.4,0.0244
SSP4,Cape Verde,2090-2095,0--4,Male,0.999,0.001,24.5,0.0245
SSP4,Cape Verde,2095-2100,0--4,Male,0.999,0.001,24.6,0.0246
SSP4,Central African Republic,2030-2035,0--4,Male,0.959,0.041,663.2,27.1912
SSP4,Central African Republic,2035-2040,0--4,Male,0.961,0.039,747,29.133
SSP4,Central African Republic,2040-2045,0--4,Male,0.963,0.037,811.3,30.0181
SSP4,Central African Republic,2045-2050,0--4,Male,0.965,0.035,840.5,29.4175
SSP4,Central African Republic,2050-2055,0--4,Male,0.966,0.034,887.7,30.1818
SSP4,Central African Republic,2055-2060,0--4,Male,0.97,0.03,931,27.93
SSP4,Central African Republic,2060-2065,0--4,Male,0.968,0.032,981.6,31.4112
SSP4,Central African Republic,2065-2070,0--4,Male,0.969,0.031,997.5,30.9225
SSP4,Central African Republic,2070-2075,0--4,Male,0.97,0.03,1014,30.42
SSP4,Central African Republic,2075-2080,0--4,Male,0.971,0.029,1023.5,29.6815
SSP4,Central African Republic,2080-2085,0--4,Male,0.972,0.028,1025.9,28.7252
SSP4,Central African Republic,2085-2090,0--4,Male,0.972,0.028,1026,28.728
SSP4,Central African Republic,2090-2095,0--4,Male,0.973,0.027,1005.5,27.1485
SSP4,Central African Republic,2095-2100,0--4,Male,0.974,0.026,984.8,25.6048
SSP4,Chad,2030-2035,0--4,Male,0.954,0.046,2181.1,100.3306
SSP4,Chad,2035-2040,0--4,Male,0.956,0.044,2515.7,110.6908
SSP4,Chad,2040-2045,0--4,Male,0.958,0.042,2873.3,120.6786
SSP4,Chad,2045-2050,0--4,Male,0.959,0.041,3115.8,127.7478
SSP4,Chad,2050-2055,0--4,Male,0.96,0.04,3360,134.4
SSP4,Chad,2055-2060,0--4,Male,0.961,0.039,3582,139.698
SSP4,Chad,2060-2065,0--4,Male,0.962,0.038,3762.4,142.9712
SSP4,Chad,2065-2070,0--4,Male,0.963,0.037,3891.8,143.9966
SSP4,Chad,2070-2075,0--4,Male,0.963,0.037,3977.9,147.1823
SSP4,Chad,2075-2080,0--4,Male,0.964,0.036,4069,146.484
SSP4,Chad,2080-2085,0--4,Male,0.966,0.034,4067.9,138.3086
SSP4,Chad,2085-2090,0--4,Male,0.967,0.033,4119.9,135.9567
SSP4,Chad,2090-2095,0--4,Male,0.967,0.033,4055.5,133.8315
SSP4,Chad,2095-2100,0--4,Male,0.968,0.032,3936.8,125.9776
SSP4,China,2030-2035,0--4,Male,0.999,0.001,25844.3,25.8443
SSP4,China,2035-2040,0--4,Male,0.999,0.001,24060.2,24.0602
SSP4,China,2040-2045,0--4,Male,0.999,0.001,23021.8,23.0218
SSP4,China,2045-2050,0--4,Male,0.999,0.001,21891,21.891
SSP4,China,2050-2055,0--4,Male,0.999,0.001,19501.8,19.5018
SSP4,China,2055-2060,0--4,Male,0.999,0.001,16836.9,16.8369
SSP4,China,2060-2065,0--4,Male,0.999,0.001,14761.9,14.7619
SSP4,China,2065-2070,0--4,Male,0.999,0.001,13376.4,13.3764
SSP4,China,2070-2075,0--4,Male,0.999,0.001,12369.7,12.3697
SSP4,China,2075-2080,0--4,Male,0.999,0.001,11566.6,11.5666
SSP4,China,2080-2085,0--4,Male,0.999,0.001,10633.6,10.6336
SSP4,China,2085-2090,0--4,Male,0.999,0.001,9602.4,9.6024
SSP4,China,2090-2095,0--4,Male,0.999,0.001,8601.5,8.6015
SSP4,China,2095-2100,0--4,Male,1,0,7772.8,0
SSP4,Comoros,2030-2035,0--4,Male,0.986,0.014,65.9,0.9226
SSP4,Comoros,2035-2040,0--4,Male,0.986,0.014,70.1,0.9814
SSP4,Comoros,2040-2045,0--4,Male,0.986,0.014,74.9,1.0486
SSP4,Comoros,2045-2050,0--4,Male,0.987,0.013,77.6,1.0088
SSP4,Comoros,2050-2055,0--4,Male,0.987,0.013,80.1,1.0413
SSP4,Comoros,2055-2060,0--4,Male,0.987,0.013,82.1,1.0673
SSP4,Comoros,2060-2065,0--4,Male,0.987,0.013,83.1,1.0803
SSP4,Comoros,2065-2070,0--4,Male,0.988,0.012,83.8,1.0056
SSP4,Comoros,2070-2075,0--4,Male,0.988,0.012,81.8,0.9816
SSP4,Comoros,2075-2080,0--4,Male,0.989,0.011,80.9,0.8899
SSP4,Comoros,2080-2085,0--4,Male,0.989,0.011,79.1,0.8701
SSP4,Comoros,2085-2090,0--4,Male,0.989,0.011,79.7,0.8767
SSP4,Comoros,2090-2095,0--4,Male,0.99,0.01,81.1,0.811
SSP4,Comoros,2095-2100,0--4,Male,0.99,0.01,82.1,0.821
SSP4,Congo,2030-2035,0--4,Male,0.979,0.021,495.1,10.3971
SSP4,Congo,2035-2040,0--4,Male,0.98,0.02,546.8,10.936
SSP4,Congo,2040-2045,0--4,Male,0.981,0.019,591.9,11.2461
SSP4,Congo,2045-2050,0--4,Male,0.981,0.019,611.2,11.6128
SSP4,Congo,2050-2055,0--4,Male,0.982,0.018,631.5,11.367
SSP4,Congo,2055-2060,0--4,Male,0.983,0.017,646.3,10.9871
SSP4,Congo,2060-2065,0--4,Male,0.984,0.016,657.8,10.5248
SSP4,Congo,2065-2070,0--4,Male,0.985,0.015,668.6,10.029
SSP4,Congo,2070-2075,0--4,Male,0.986,0.014,665.5,9.317
SSP4,Congo,2075-2080,0--4,Male,0.987,0.013,645.4,8.3902
SSP4,Congo,2080-2085,0--4,Male,0.988,0.012,633.9,7.6068
SSP4,Congo,2085-2090,0--4,Male,0.987,0.013,638.2,8.2966
SSP4,Congo,2090-2095,0--4,Male,0.988,0.012,647.7,7.7724
SSP4,Congo,2095-2100,0--4,Male,0.988,0.012,653.9,7.8468
SSP4,Cote d'Ivoire,2030-2035,0--4,Male,0.972,0.028,2444.9,68.4572
SSP4,Cote d'Ivoire,2035-2040,0--4,Male,0.973,0.027,2647.9,71.4933
SSP4,Cote d'Ivoire,2040-2045,0--4,Male,0.974,0.026,2828.5,73.541
SSP4,Cote d'Ivoire,2045-2050,0--4,Male,0.975,0.025,2913.1,72.8275
SSP4,Cote d'Ivoire,2050-2055,0--4,Male,0.975,0.025,2978.1,74.4525
SSP4,Cote d'Ivoire,2055-2060,0--4,Male,0.976,0.024,3055.6,73.3344
SSP4,Cote d'Ivoire,2060-2065,0--4,Male,0.977,0.023,3105.6,71.4288
SSP4,Cote d'Ivoire,2065-2070,0--4,Male,0.977,0.023,3106.5,71.4495
SSP4,Cote d'Ivoire,2070-2075,0--4,Male,0.978,0.022,3082.1,67.8062
SSP4,Cote d'Ivoire,2075-2080,0--4,Male,0.978,0.022,2990.7,65.7954
SSP4,Cote d'Ivoire,2080-2085,0--4,Male,0.979,0.021,2902.5,60.9525
SSP4,Cote d'Ivoire,2085-2090,0--4,Male,0.98,0.02,2916.7,58.334
SSP4,Cote d'Ivoire,2090-2095,0--4,Male,0.98,0.02,2970.1,59.402
SSP4,Cote d'Ivoire,2095-2100,0--4,Male,0.981,0.019,3001.9,57.0361
SSP4,Democratic Republic of the Congo,2030-2035,0--4,Male,0.972,0.028,11990,335.72
SSP4,Democratic Republic of the Congo,2035-2040,0--4,Male,0.971,0.029,13783,399.707
SSP4,Democratic Republic of the Congo,2040-2045,0--4,Male,0.971,0.029,15568.9,451.4981
SSP4,Democratic Republic of the Congo,2045-2050,0--4,Male,0.969,0.031,16931.6,524.8796
SSP4,Democratic Republic of the Congo,2050-2055,0--4,Male,0.97,0.03,18228.3,546.849
SSP4,Democratic Republic of the Congo,2055-2060,0--4,Male,0.97,0.03,19544.5,586.335
SSP4,Democratic Republic of the Congo,2060-2065,0--4,Male,0.971,0.029,20848,604.592
SSP4,Democratic Republic of the Congo,2065-2070,0--4,Male,0.971,0.029,21687.6,628.9404
SSP4,Democratic Republic of the Congo,2070-2075,0--4,Male,0.972,0.028,22361.8,626.1304
SSP4,Democratic Republic of the Congo,2075-2080,0--4,Male,0.972,0.028,22894.5,641.046
SSP4,Democratic Republic of the Congo,2080-2085,0--4,Male,0.973,0.027,23162.5,625.3875
SSP4,Democratic Republic of the Congo,2085-2090,0--4,Male,0.973,0.027,23362.2,630.7794
SSP4,Democratic Republic of the Congo,2090-2095,0--4,Male,0.974,0.026,22902.9,595.4754
SSP4,Democratic Republic of the Congo,2095-2100,0--4,Male,0.974,0.026,22489.2,584.7192
SSP4,Djibouti,2030-2035,0--4,Male,0.98,0.02,63,1.26
SSP4,Djibouti,2035-2040,0--4,Male,0.98,0.02,65.7,1.314
SSP4,Djibouti,2040-2045,0--4,Male,0.981,0.019,67.5,1.2825
SSP4,Djibouti,2045-2050,0--4,Male,0.981,0.019,66.8,1.2692
SSP4,Djibouti,2050-2055,0--4,Male,0.981,0.019,63.7,1.2103
SSP4,Djibouti,2055-2060,0--4,Male,0.982,0.018,62.3,1.1214
SSP4,Djibouti,2060-2065,0--4,Male,0.982,0.018,61.8,1.1124
SSP4,Djibouti,2065-2070,0--4,Male,0.983,0.017,62.8,1.0676
SSP4,Djibouti,2070-2075,0--4,Male,0.984,0.016,64.5,1.032
SSP4,Djibouti,2075-2080,0--4,Male,0.984,0.016,65.1,1.0416
SSP4,Djibouti,2080-2085,0--4,Male,0.985,0.015,64.4,0.966
SSP4,Djibouti,2085-2090,0--4,Male,0.985,0.015,63.5,0.9525
SSP4,Djibouti,2090-2095,0--4,Male,0.986,0.014,63,0.882
SSP4,Djibouti,2095-2100,0--4,Male,0.986,0.014,63.3,0.8862
SSP4,Equatorial Guinea,2030-2035,0--4,Male,0.968,0.032,133.6,4.2752
SSP4,Equatorial Guinea,2035-2040,0--4,Male,0.969,0.031,146.9,4.5539
SSP4,Equatorial Guinea,2040-2045,0--4,Male,0.969,0.031,159.7,4.9507
SSP4,Equatorial Guinea,2045-2050,0--4,Male,0.97,0.03,167.2,5.016
SSP4,Equatorial Guinea,2050-2055,0--4,Male,0.971,0.029,174.3,5.0547
SSP4,Equatorial Guinea,2055-2060,0--4,Male,0.972,0.028,179.4,5.0232
SSP4,Equatorial Guinea,2060-2065,0--4,Male,0.972,0.028,183.1,5.1268
SSP4,Equatorial Guinea,2065-2070,0--4,Male,0.973,0.027,185.8,5.0166
SSP4,Equatorial Guinea,2070-2075,0--4,Male,0.974,0.026,183.8,4.7788
SSP4,Equatorial Guinea,2075-2080,0--4,Male,0.974,0.026,178.7,4.6462
SSP4,Equatorial Guinea,2080-2085,0--4,Male,0.975,0.025,174,4.35
SSP4,Equatorial Guinea,2085-2090,0--4,Male,0.976,0.024,174.7,4.1928
SSP4,Equatorial Guinea,2090-2095,0--4,Male,0.976,0.024,176,4.224
SSP4,Equatorial Guinea,2095-2100,0--4,Male,0.979,0.021,175.4,3.6834
SSP4,Eritrea,2030-2035,0--4,Male,0.986,0.014,302.2,4.2308
SSP4,Eritrea,2035-2040,0--4,Male,0.987,0.013,327.8,4.2614
SSP4,Eritrea,2040-2045,0--4,Male,0.987,0.013,341.7,4.4421
SSP4,Eritrea,2045-2050,0--4,Male,0.987,0.013,336.8,4.3784
SSP4,Eritrea,2050-2055,0--4,Male,0.987,0.013,336.7,4.3771
SSP4,Eritrea,2055-2060,0--4,Male,0.987,0.013,341.7,4.4421
SSP4,Eritrea,2060-2065,0--4,Male,0.987,0.013,350.2,4.5526
SSP4,Eritrea,2065-2070,0--4,Male,0.988,0.012,351.4,4.2168
SSP4,Eritrea,2070-2075,0--4,Male,0.988,0.012,338.8,4.0656
SSP4,Eritrea,2075-2080,0--4,Male,0.988,0.012,326.8,3.9216
SSP4,Eritrea,2080-2085,0--4,Male,0.989,0.011,327.4,3.6014
SSP4,Eritrea,2085-2090,0--4,Male,0.989,0.011,335.7,3.6927
SSP4,Eritrea,2090-2095,0--4,Male,0.989,0.011,343.8,3.7818
SSP4,Eritrea,2095-2100,0--4,Male,0.989,0.011,347.2,3.8192
SSP4,Ethiopia,2030-2035,0--4,Male,0.984,0.016,11082.1,177.3136
SSP4,Ethiopia,2035-2040,0--4,Male,0.984,0.016,12251.8,196.0288
SSP4,Ethiopia,2040-2045,0--4,Male,0.983,0.017,13327.5,226.5675
SSP4,Ethiopia,2045-2050,0--4,Male,0.983,0.017,13964.5,237.3965
SSP4,Ethiopia,2050-2055,0--4,Male,0.983,0.017,14766,251.022
SSP4,Ethiopia,2055-2060,0--4,Male,0.983,0.017,15615.6,265.4652
SSP4,Ethiopia,2060-2065,0--4,Male,0.984,0.016,16554.2,264.8672
SSP4,Ethiopia,2065-2070,0--4,Male,0.984,0.016,16669.2,266.7072
SSP4,Ethiopia,2070-2075,0--4,Male,0.985,0.015,16738.9,251.0835
SSP4,Ethiopia,2075-2080,0--4,Male,0.986,0.014,16269.5,227.773
SSP4,Ethiopia,2080-2085,0--4,Male,0.986,0.014,16214.3,227.0002
SSP4,Ethiopia,2085-2090,0--4,Male,0.986,0.014,16645.3,233.0342
SSP4,Ethiopia,2090-2095,0--4,Male,0.987,0.013,17173.4,223.2542
SSP4,Ethiopia,2095-2100,0--4,Male,0.987,0.013,17499,227.487
SSP4,Gabon,2030-2035,0--4,Male,0.98,0.02,161.2,3.224
SSP4,Gabon,2035-2040,0--4,Male,0.982,0.018,170.4,3.0672
SSP4,Gabon,2040-2045,0--4,Male,0.984,0.016,181.3,2.9008
SSP4,Gabon,2045-2050,0--4,Male,0.985,0.015,185.9,2.7885
SSP4,Gabon,2050-2055,0--4,Male,0.986,0.014,188.3,2.6362
SSP4,Gabon,2055-2060,0--4,Male,0.987,0.013,190.9,2.4817
SSP4,Gabon,2060-2065,0--4,Male,0.989,0.011,190,2.09
SSP4,Gabon,2065-2070,0--4,Male,0.989,0.011,186.2,2.0482
SSP4,Gabon,2070-2075,0--4,Male,0.989,0.011,182.1,2.0031
SSP4,Gabon,2075-2080,0--4,Male,0.99,0.01,184,1.84
SSP4,Gabon,2080-2085,0--4,Male,0.99,0.01,187.1,1.871
SSP4,Gabon,2085-2090,0--4,Male,0.991,0.009,188.5,1.6965
SSP4,Gabon,2090-2095,0--4,Male,0.991,0.009,188.9,1.7001
SSP4,Gabon,2095-2100,0--4,Male,0.991,0.009,187.6,1.6884
SSP4,Gambia,2030-2035,0--4,Male,0.981,0.019,230.7,4.3833
SSP4,Gambia,2035-2040,0--4,Male,0.98,0.02,256.6,5.132
SSP4,Gambia,2040-2045,0--4,Male,0.98,0.02,274.5,5.49
SSP4,Gambia,2045-2050,0--4,Male,0.981,0.019,283,5.377
SSP4,Gambia,2050-2055,0--4,Male,0.982,0.018,287.5,5.175
SSP4,Gambia,2055-2060,0--4,Male,0.982,0.018,291,5.238
SSP4,Gambia,2060-2065,0--4,Male,0.983,0.017,292.7,4.9759
SSP4,Gambia,2065-2070,0--4,Male,0.984,0.016,295.3,4.7248
SSP4,Gambia,2070-2075,0--4,Male,0.984,0.016,294.8,4.7168
SSP4,Gambia,2075-2080,0--4,Male,0.985,0.015,288.6,4.329
SSP4,Gambia,2080-2085,0--4,Male,0.986,0.014,282,3.948
SSP4,Gambia,2085-2090,0--4,Male,0.986,0.014,283.7,3.9718
SSP4,Gambia,2090-2095,0--4,Male,0.987,0.013,287.8,3.7414
SSP4,Gambia,2095-2100,0--4,Male,0.988,0.012,292.2,3.5064
SSP4,Ghana,2030-2035,0--4,Male,0.984,0.016,2576.4,41.2224
SSP4,Ghana,2035-2040,0--4,Male,0.985,0.015,2825.8,42.387
SSP4,Ghana,2040-2045,0--4,Male,0.985,0.015,3102.7,46.5405
SSP4,Ghana,2045-2050,0--4,Male,0.986,0.014,3265.7,45.7198
SSP4,Ghana,2050-2055,0--4,Male,0.987,0.013,3416.7,44.4171
SSP4,Ghana,2055-2060,0--4,Male,0.987,0.013,3496,45.448
SSP4,Ghana,2060-2065,0--4,Male,0.988,0.012,3632.5,43.59
SSP4,Ghana,2065-2070,0--4,Male,0.989,0.011,3660.2,40.2622
SSP4,Ghana,2070-2075,0--4,Male,0.99,0.01,3709.5,37.095
SSP4,Ghana,2075-2080,0--4,Male,0.99,0.01,3693.3,36.933
SSP4,Ghana,2080-2085,0--4,Male,0.991,0.009,3631.9,32.6871
SSP4,Ghana,2085-2090,0--4,Male,0.992,0.008,3642.7,29.1416
SSP4,Ghana,2090-2095,0--4,Male,0.992,0.008,3701,29.608
SSP4,Ghana,2095-2100,0--4,Male,0.992,0.008,3766.5,30.132
SSP4,Guinea,2030-2035,0--4,Male,0.968,0.032,1246,39.872
SSP4,Guinea,2035-2040,0--4,Male,0.968,0.032,1334.2,42.6944
SSP4,Guinea,2040-2045,0--4,Male,0.968,0.032,1421.8,45.4976
SSP4,Guinea,2045-2050,0--4,Male,0.968,0.032,1471.4,47.0848
SSP4,Guinea,2050-2055,0--4,Male,0.968,0.032,1510.8,48.3456
SSP4,Guinea,2055-2060,0--4,Male,0.968,0.032,1553.7,49.7184
SSP4,Guinea,2060-2065,0--4,Male,0.968,0.032,1594.2,51.0144
SSP4,Guinea,2065-2070,0--4,Male,0.968,0.032,1589.1,50.8512
SSP4,Guinea,2070-2075,0--4,Male,0.969,0.031,1594.7,49.4357
SSP4,Guinea,2075-2080,0--4,Male,0.969,0.031,1552.7,48.1337
SSP4,Guinea,2080-2085,0--4,Male,0.97,0.03,1525.5,45.765
SSP4,Guinea,2085-2090,0--4,Male,0.971,0.029,1486.6,43.1114
SSP4,Guinea,2090-2095,0--4,Male,0.972,0.028,1503.4,42.0952
SSP4,Guinea,2095-2100,0--4,Male,0.973,0.027,1524,41.148
SSP4,Guinea-Bissau,2030-2035,0--4,Male,0.964,0.036,163.8,5.8968
SSP4,Guinea-Bissau,2035-2040,0--4,Male,0.965,0.035,172.4,6.034
SSP4,Guinea-Bissau,2040-2045,0--4,Male,0.965,0.035,180.9,6.3315
SSP4,Guinea-Bissau,2045-2050,0--4,Male,0.966,0.034,181.8,6.1812
SSP4,Guinea-Bissau,2050-2055,0--4,Male,0.967,0.033,180.8,5.9664
SSP4,Guinea-Bissau,2055-2060,0--4,Male,0.968,0.032,179.6,5.7472
SSP4,Guinea-Bissau,2060-2065,0--4,Male,0.968,0.032,180.6,5.7792
SSP4,Guinea-Bissau,2065-2070,0--4,Male,0.968,0.032,176.9,5.6608
SSP4,Guinea-Bissau,2070-2075,0--4,Male,0.969,0.031,171.5,5.3165
SSP4,Guinea-Bissau,2075-2080,0--4,Male,0.97,0.03,165.3,4.959
SSP4,Guinea-Bissau,2080-2085,0--4,Male,0.97,0.03,162.2,4.866
SSP4,Guinea-Bissau,2085-2090,0--4,Male,0.971,0.029,161.4,4.6806
SSP4,Guinea-Bissau,2090-2095,0--4,Male,0.971,0.029,160.5,4.6545
SSP4,Guinea-Bissau,2095-2100,0--4,Male,0.972,0.028,159.2,4.4576
SSP4,Hong Kong Special Administrative Region of China,2030-2035,0--4,Male,1,0,102.5,0
SSP4,Hong Kong Special Administrative Region of China,2035-2040,0--4,Male,1,0,88.3,0
SSP4,Hong Kong Special Administrative Region of China,2040-2045,0--4,Male,1,0,82.4,0
SSP4,Hong Kong Special Administrative Region of China,2045-2050,0--4,Male,1,0,88.1,0
SSP4,Hong Kong Special Administrative Region of China,2050-2055,0--4,Male,1,0,102.2,0
SSP4,Hong Kong Special Administrative Region of China,2055-2060,0--4,Male,1,0,100.6,0
SSP4,Hong Kong Special Administrative Region of China,2060-2065,0--4,Male,1,0,93.5,0
SSP4,Hong Kong Special Administrative Region of China,2065-2070,0--4,Male,1,0,87.8,0
SSP4,Hong Kong Special Administrative Region of China,2070-2075,0--4,Male,1,0,84.8,0
SSP4,Hong Kong Special Administrative Region of China,2075-2080,0--4,Male,1,0,84,0
SSP4,Hong Kong Special Administrative Region of China,2080-2085,0--4,Male,1,0,84.4,0
SSP4,Hong Kong Special Administrative Region of China,2085-2090,0--4,Male,1,0,84,0
SSP4,Hong Kong Special Administrative Region of China,2090-2095,0--4,Male,1,0,81.1,0
SSP4,Hong Kong Special Administrative Region of China,2095-2100,0--4,Male,1,0,75.9,0
SSP4,India,2030-2035,0--4,Male,0.995,0.005,61097.9,305.4895
SSP4,India,2035-2040,0--4,Male,0.994,0.006,61952.2,371.7132
SSP4,India,2040-2045,0--4,Male,0.994,0.006,62131.1,372.7866
SSP4,India,2045-2050,0--4,Male,0.994,0.006,59722.1,358.3326
SSP4,India,2050-2055,0--4,Male,0.994,0.006,58192.9,349.1574
SSP4,India,2055-2060,0--4,Male,0.994,0.006,59569.4,357.4164
SSP4,India,2060-2065,0--4,Male,0.994,0.006,61469.2,368.8152
SSP4,India,2065-2070,0--4,Male,0.994,0.006,61956,371.736
SSP4,India,2070-2075,0--4,Male,0.995,0.005,62007.9,310.0395
SSP4,India,2075-2080,0--4,Male,0.995,0.005,61233.2,306.166
SSP4,India,2080-2085,0--4,Male,0.995,0.005,61009.9,305.0495
SSP4,India,2085-2090,0--4,Male,0.995,0.005,61763.5,308.8175
SSP4,India,2090-2095,0--4,Male,0.995,0.005,63009.2,315.046
SSP4,India,2095-2100,0--4,Male,0.996,0.004,63708.2,254.8328
SSP4,Indonesia,2030-2035,0--4,Male,0.996,0.004,11686.1,46.7444
SSP4,Indonesia,2035-2040,0--4,Male,0.996,0.004,11700.9,46.8036
SSP4,Indonesia,2040-2045,0--4,Male,0.996,0.004,11643.6,46.5744
SSP4,Indonesia,2045-2050,0--4,Male,0.995,0.005,11275.9,56.3795
SSP4,Indonesia,2050-2055,0--4,Male,0.995,0.005,11043.7,55.2185
SSP4,Indonesia,2055-2060,0--4,Male,0.995,0.005,11137.9,55.6895
SSP4,Indonesia,2060-2065,0--4,Male,0.995,0.005,11248.3,56.2415
SSP4,Indonesia,2065-2070,0--4,Male,0.995,0.005,11219.5,56.0975
SSP4,Indonesia,2070-2075,0--4,Male,0.996,0.004,11145.2,44.5808
SSP4,Indonesia,2075-2080,0--4,Male,0.996,0.004,11059.1,44.2364
SSP4,Indonesia,2080-2085,0--4,Male,0.996,0.004,11009.9,44.0396
SSP4,Indonesia,2085-2090,0--4,Male,0.996,0.004,11057.6,44.2304
SSP4,Indonesia,2090-2095,0--4,Male,0.996,0.004,11081,44.324
